mean_unexpcost,median_unexpcost,mean_return,median_return,mean_stdcost,median_stdcost,mean_pocost,median_pocost,mean_qty,median_qty,mean_return_qty,median_return_qty,mean_costsave,median_costsave,mean_spend,median_spend,mean_return_spend,median_return_spend,mean_leadtime,median_leadtime,mean_abc,median_abc,mean_source,median_source,num_orders_purch,num_returns_purch,Category,mean_late,median_late,mean_early,median_early,num_transactions_expo,%Late,%Early,%Critical,SupplierID,quality_risk_mean,quality_risk_median,delivery_risk_mean,delivery_risk_median,comp1,comp2,comp3,comp4,comp5,comp6
1.875,1.0,1.0,1,3.875,4.0,3.875,4.0,1.0,1.0,1.0,1.0,3.125,3.5,1.125,1.0,1.0,1.0,1.125,1.0,1.0,1,3.5,3.5,0,8,Antenna,1.0,1.0,4.166666666666667,5.0,6,1,5,2,2420,1.7083333333333333,1.0,3.1666666666666665,3.0,2.5221878383625733,2.4893484129479235,-1.3733964535291827,-0.2744375412645404,0.981122750041157,-2.133916493985183
2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1,5.0,5.0,0,1,Accessories/OEM,1.0,1.0,5.0,5.0,1,1,5,1,2420,1.7083333333333333,1.0,3.1666666666666665,3.0,3.263804328280669,2.2578103662751468,-1.6248666328327048,-0.2875650345816928,1.161940216714045,-3.1162965847002893
5.0,5.0,1.0,1,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5.0,0,1,Accessories,1.0,1.0,5.0,5.0,1,1,5,5,2420,1.7083333333333333,1.0,3.1666666666666665,3.0,3.33987114271511,3.0729425629567872,-2.1205901076734666,-0.47680207361717225,1.5553314555644968,-2.6393835508324903
2.5,2.0,1.0,1,4.375,5.0,4.25,5.0,2.25,2.0,1.0,1.0,3.0,3.0,2.375,2.0,1.0,1.0,1.125,1.0,1.0,1,4.625,5.0,0,8,Indirect,1.0,1.0,5.0,5.0,3,1,5,4,2420,1.7083333333333333,1.0,3.1666666666666665,3.0,3.5720809354642884,2.0764184511749546,-1.6127280299388684,-0.4910484019235158,1.058421320167905,-2.8482836776001914
2.1153846153846154,2.0,1.0,1,3.7692307692307687,4.0,3.807692307692308,4.0,1.807692307692308,1.5,1.0,1.0,2.9807692307692313,3.0,1.6730769230769231,2.0,1.0,1.0,1.8461538461538465,2.0,1.0769230769230769,1,4.8269230769230775,5.0,0,52,Unknown,1.0,1.0,4.650793650793651,5.0,63,1,5,1,2420,1.7083333333333333,1.0,3.1666666666666665,3.0,2.8221877789981353,1.9801403995724731,-1.605523605764707,-0.45331893402615886,1.1746634982113184,-2.8985554594786342
2.1008591707134854,2.0,1.11430706014195,1,3.4516249533059398,3.0,3.4514381770638773,3.0,1.8263795423956928,2.0,1.0089652596189764,1.0,2.7304818827045203,3.0,1.4310709478946355,1.0,1.0106462457975345,1.0,1.8035113933507656,2.0,3.0642510272693317,3,4.3954053044452746,5.0,153,5201,Fabrication,1.0087944301942102,1.0,4.7368999633565405,5.0,2729,1,5,2,2420,1.7083333333333333,1.0,3.1666666666666665,3.0,2.863833852705462,2.0458584716414236,-1.3940179765487546,-0.29413546911144955,0.9757428821005316,-2.75018380180602
2.0,2.0,1.1012658227848102,1,3.088607594936709,3.0,3.088607594936709,3.0,2.4025974025974026,2.0,1.0379746835443038,1.0,4.886075949367089,5.0,1.4935064935064934,1.0,1.0253164556962024,1.0,2.0,2.0,3.075949367088608,3,5.0,5.0,2,77,Cable/Conn/Wire,1.0,1.0,5.0,5.0,40,1,5,1,2467,1.0,1.0,1.3529411764705883,1.0,2.6283497413373156,1.3786699344324846,-3.156738419634637,-0.44412048201439297,1.4767516094698887,-2.9849800728466693
3.355555555555556,4.0,1.1777777777777778,1,2.8,3.0,3.0444444444444443,3.0,3.4883720930232562,4.0,1.1333333333333333,1.0,4.111111111111111,5.0,2.6511627906976742,3.0,1.0666666666666669,1.0,3.7111111111111112,4.0,2.1555555555555554,1,3.0222222222222217,2.0,2,43,Elect Comp,1.0,1.0,4.870967741935483,5.0,31,1,5,1,2493,1.0,1.0,3.6666666666666665,5.0,2.895025532883054,2.3170697800638345,-2.563442395685474,0.043746512631683915,-1.1258769751779196,-2.942330431639985
2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1,5.0,5.0,0,1,Unknown,1.0,1.0,5.0,5.0,1,1,5,1,2493,1.0,1.0,3.6666666666666665,5.0,2.7079771184354917,1.6760025970643948,-2.8319499278175817,-0.46280569971001617,-0.3628451510795305,-4.156484110288709
1.6666666666666667,2.0,1.0,1,4.888888888888889,5.0,4.888888888888889,5.0,1.8888888888888888,1.0,1.0,1.0,2.2222222222222223,2.0,2.1111111111111107,2.0,1.0,1.0,2.4444444444444446,3.0,2.7777777777777777,1,3.0,2.0,0,9,Accessories/OEM,1.0,1.0,5.0,5.0,9,1,5,2,2500,1.4166666666666667,1.0,1.125,1.0,3.056548456296397,0.8984526019540074,-1.621562570523924,0.267275148156687,0.3699201018920219,-2.128403993856744
2.5,2.5,1.0,1,3.0,3.0,3.0,3.0,2.5,2.5,1.0,1.0,3.0,3.0,1.1666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,5.0,0,6,Cable/Conn/Wire,1.0,1.0,5.0,5.0,3,1,5,1,2608,1.0,1.0,1.0,1.0,2.191382605901498,0.7595771417074266,-2.3910641684085254,-0.21022266196062428,1.578131316450053,-2.7754595833269415
2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,5.0,5.0,0,1,Unknown,1.0,1.0,1.0,1.0,1,1,1,1,2608,1.0,1.0,1.0,1.0,1.7002574684320797,0.6423003157154137,-2.1599367575746817,-1.5558179762991937,1.3499567964541446,-2.7115775009422034
5.0,5.0,1.0,1,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,2.0,2.0,0,1,Fabrication,1.0,1.0,5.0,5.0,1,1,5,1,2675,1.2307692307692308,1.0,1.8461538461538465,1.0,2.0659044125577437,3.111055539124066,-3.5876395227943476,0.46627160831964026,-0.08899772577065831,-1.542724753487469
2.0789473684210527,2.0,1.0,1,5.0,5.0,5.0,5.0,1.0526315789473684,1.0,1.0,1.0,3.0789473684210527,3.0,2.736842105263158,3.0,1.0,1.0,1.868421052631579,2.0,4.052631578947368,5,5.0,5.0,0,38,Accessories/OEM,1.0,1.0,4.9230769230769225,5.0,13,1,5,2,2675,1.2307692307692308,1.0,1.8461538461538465,1.0,3.7617366238852346,1.4648420947345897,-2.048361840342193,-0.5543323171630098,1.7222168997056202,-2.6366441123041864
2.007518796992481,2.0,1.0300751879699248,1,2.6842105263157894,3.0,2.680451127819549,3.0,2.75,2.0,1.0112781954887218,1.0,2.6541353383458652,3.0,2.0265151515151514,2.0,1.0037593984962403,1.0,2.6766917293233083,3.0,4.43609022556391,5,4.988721804511278,5.0,2,264,Elect Comp,1.0,1.0,4.719298245614035,5.0,57,1,5,1,2707,1.0,1.0,1.1304347826086956,1.0,2.8728269885957736,0.4460775797003468,-2.174698973047383,-0.33977207798404235,1.0298985862763437,-3.0735407507915538
2.5426356589147288,2.0,1.5116279069767442,1,4.996124031007752,5.0,4.996124031007752,5.0,1.2444444444444445,1.0,1.0116279069767442,1.0,3.9341085271317833,5.0,2.128888888888889,2.0,1.0387596899224807,1.0,2.0077519379844957,2.0,4.5271317829457365,5,4.046511627906977,5.0,33,225,Fabrication,1.0,1.0,4.454545454545454,5.0,44,1,5,2,2923,2.05,2.0,3.6,4.0,3.2979207832047406,2.883155842857049,-1.9337477475902758,-0.5385517109963409,0.8251921928727353,-2.5369999056880164
2.0,2.0,1.0,1,3.0,3.0,3.0,3.0,1.625,1.5,1.0,1.0,2.75,3.0,1.125,1.0,1.0,1.0,2.0,2.0,1.0,1,5.0,5.0,0,8,Fabrication,1.0,1.0,4.0,5.0,4,1,4,1,2972,1.2857142857142858,1.0,1.5714285714285714,1.0,2.47360657175673,1.122963172650922,-1.9108596896065926,-0.5687614915230026,1.5662715272246157,-2.7581061323273284
2.0,2.0,1.0,1,4.0,4.0,4.0,4.0,1.1052631578947372,1.0,1.0,1.0,3.0,3.0,1.263157894736842,1.0,1.0,1.0,2.0,2.0,1.0,1,5.0,5.0,0,19,Cable/Conn/Wire,1.25,1.0,3.6666666666666665,5.0,12,1,4,1,2972,1.2857142857142858,1.0,1.5714285714285714,1.0,2.602762496042225,1.3220333547648178,-2.0038224629343904,-0.7478054776259586,1.7386981256979919,-2.6258700220891695
1.0,1.0,1.0,1,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1,5.0,5.0,0,1,Fabrication,1.0,1.0,5.0,5.0,1,1,5,1,3999,1.0,1.0,1.0,1.0,2.0385323713435497,-0.5446751105526378,-1.1073971532415428,0.05309619019659178,0.8896876811949884,-3.286499790191638
